id,nome_lutador,apelido,sexo,categoria,win,lose,draw,precisao_striking,sig_pe_str,sig_clinch_str,sig_solo_str,method_ko_tko,method_dec,method_fin,golpes_sig_conectados,golpes_sig_absorvidos,media_quedas,media_fin,defesa_golpes_sig,defesa_quedas,media_knockdowns,tempo_medio,sig_head_str,sig_body_str,sig_leg_str,idade_lutador,altura_lutador,peso_lutador,link_corpo,link_rosto
447,pat sabatini,,M,Peso-pena,20,5,0,0.62,0.33,0.09,0.58,0.1,0.3,0.6,1.87,1.22,3.98,1.79,0.5,0.5,0.2,503,1.1,0.23,0.08,34,68.0,145.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-04/SABATINI_PAT_L_04-05.png?itok=_14_1cbx,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-04/SABATINI_PAT_04-05.png?itok=VeEfosHF
448,cortavious romious,,M,Peso-galo,9,4,0,0.39,0.77,0.0,0.23,0.22,0.22,0.56,1.91,3.46,2.29,0.76,0.4,0.64,0.38,589,0.5,0.11,0.14,31,64.0,139.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-04/ROMIOUS_CORTAVIOUS_L_04-05.png?itok=p70CD2Pe,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-04/ROMIOUS_CORTAVIOUS_04-05.png?itok=eBqUWYAf
449,torrez finney,The Punisher,M,Peso-médio,11,0,0,0.69,0.26,0.05,0.69,0.64,0.18,0.18,1.77,1.74,9.31,1.07,0.48,0.0,0.0,628,0.72,0.02,0.0,26,68.0,186.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-04/FINNEY_TORREZ_L_04-05.png?itok=96q4JJT6,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-04/FINNEY_TORREZ_04-05.png?itok=3_fe3gnL
450,diana belbita,The Warrior Princess,F,Peso-mosca feminino,15,10,0,0.42,0.83,0.15,0.03,0.4,0.33,0.27,6.45,6.55,0.86,0.0,0.52,0.64,0.17,652,3.15,1.47,0.99,28,67.0,125.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-04/BELBITA_DIANA_L_04-05.png?itok=sj-qLosX,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-04/BELBITA_DIANA_04-05.png?itok=r0_leqHZ
451,rhys mckee,Skelator,M,Peso Meio-Médio,14,6,1,0.44,0.92,0.06,0.02,0.79,0.0,0.21,5.16,7.92,0.0,0.0,0.46,0.41,0.85,638,1.83,0.66,0.25,29,74.0,171.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-04/MCKEE_RHYS_L_04-05.png?itok=Y1PPmiCn,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-04/MCKEE_RHYS_04-05.png?itok=SNRJ_CjL
452,victor henry,La Mangosta,M,Peso-galo,25,7,0,0.53,0.82,0.13,0.05,0.28,0.4,0.32,7.17,5.19,1.04,0.35,0.48,0.81,0.52,742,3.56,2.0,0.65,37,67.0,135.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-04/HENRY_VICTOR_L_04-05.png?itok=n1J5o9jK,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-04/HENRY_VICTOR_04-05.png?itok=4GEj191S
453,joanderson brito,Tubarao,M,Peso-pena,17,5,1,0.5,0.6,0.12,0.27,0.47,0.12,0.41,2.48,2.49,2.49,0.96,0.43,0.56,0.19,522,1.05,0.32,0.57,30,68.0,146.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-06/BRITO_JOANDERSON_L_07-01.png?itok=cxoMwxDh,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-04/BRITO_JOANDERSON_04-05.png?itok=989KLuSY
454,changho lee,,M,Peso-galo,11,1,0,0.67,0.19,0.39,0.42,0.55,0.36,0.09,4.92,2.35,3.27,0.36,0.4,0.38,0.0,619,1.25,0.7,0.08,30,68.0,136.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-04/LEE_CHANGHO_L_06-22.png?itok=IYTDmkhc,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-04/LEE_CHANGHO_04-05.png?itok=qYlCtDrc
455,daniel frunza,,M,Peso Meio-Médio,9,3,0,0.4,0.78,0.09,0.13,0.89,0.11,0.0,6.3,6.67,0.0,0.0,0.57,0.6,0.0,405,0.63,0.09,0.13,30,73.0,170.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/FRUNZA_DANIEL_L_09-24.png?itok=7rYdz3g9,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-04/FRUNZA_DANIEL_04-05.png?itok=7AmaOxwj
456,istela nunes,,F,Peso-palha feminino,6,6,0,0.47,0.89,0.11,0.0,0.33,0.67,0.0,4.28,4.07,0.0,0.0,0.6,0.48,0.29,631,1.17,0.66,0.42,32,64.0,115.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-10/68133%252Fprofile-galery%252Ffullbodyleft-picture%252FNUNES_ISTELA_L_10-16.png?itok=r_OJJ3uW,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-04/NUNES_ISTELA_04-05.png?itok=N_JgXld5
457,pedro falcao,Pedrinho,M,Peso-galo,16,5,0,0.48,0.78,0.09,0.13,0.38,0.31,0.31,3.21,3.39,2.73,0.0,0.5,0.67,0.0,878,0.87,0.3,0.24,32,66.0,136.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-04/FALCAO_PEDRO_L_04-06.png?itok=PROZrX9H,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-04/FALCAO_PEDRO_04-05.png?itok=RPAggKQ9
458,talita alencar,Problem Child ,F,Peso-palha feminino,6,1,1,0.33,0.54,0.11,0.35,0.0,0.5,0.5,2.62,3.77,2.5,0.25,0.54,0.5,0.0,900,1.07,0.4,0.1,34,61.0,115.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-04/ALENCAR_TALITA_L_12-09.png?itok=00N-gdkb,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-04/ALENCAR_TALITA_04-05.png?itok=h-b9vgoq
459,brandon moreno,The Assassin Baby,M,Peso-mosca,23,8,2,0.44,0.88,0.05,0.07,0.22,0.3,0.48,3.96,3.62,1.51,0.39,0.61,0.64,0.19,1028,9.1,1.92,1.18,31,67.0,135.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/MORENO_BRANDON_L_03-29.png?itok=8hXD6xir,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/MORENO_BRANDON_03-29.png?itok=CYaXPuA9
460,manuel torres,El Loco,M,Peso-leve,16,3,0,0.6,0.67,0.13,0.2,0.5,0.06,0.44,7.87,4.2,2.0,1.0,0.53,0.89,4.0,150,0.79,0.29,0.1,30,70.0,156.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/TORRES_MANUEL_L_03-29.png?itok=v693bqYf,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/TORRES_MANUEL_03-29.png?itok=-4UtyS9_
461,david martinez,Black Spartan,M,Peso-galo,12,1,0,0.52,0.86,0.07,0.08,0.82,0.18,0.0,5.4,2.7,0.0,0.0,0.67,1.0,0.76,589,0.63,0.06,0.37,26,65.0,135.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/MARTINEZ_DAVID_L_03-29.png?itok=TcO-sJlb,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/MARTINEZ_DAVID_03-29.png?itok=CFL-10Jp
462,ronaldo rodriguez,Lazy Boy ,M,Peso-mosca,17,3,0,0.44,0.66,0.04,0.3,0.41,0.29,0.29,2.71,3.8,1.09,0.82,0.45,0.64,0.0,825,0.89,0.23,0.37,25,66.0,127.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/RODRIGUEZ_RONALDO_L_03-29.png?itok=iqd98uum,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/RODRIGUEZ_RONALDO_03-29.png?itok=NTUiOvJ-
463,jamall emmers,Pretty Boy,M,Peso-pena,21,8,0,0.49,0.81,0.12,0.07,0.43,0.43,0.14,5.45,4.07,1.74,0.19,0.57,0.8,0.77,518,2.42,1.24,0.57,35,70.0,145.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/EMMERS_JAMALL_L_03-29.png?itok=5MqAaHux,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/EMMERS_JAMALL_03-29.png?itok=5vCfHMf-
464,drew dober,,M,Peso-leve,27,15,0,0.4,0.78,0.12,0.1,0.56,0.26,0.19,4.36,4.33,0.66,0.07,0.51,0.56,0.66,471,5.73,2.0,1.16,36,68.0,155.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/DOBER_DREW_L_07-13.png?itok=UCNYlWMH,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/DOBER_DREW_03-29.png?itok=blEqOawd
465,cj vergara,,M,Peso-mosca,12,7,1,0.57,0.71,0.1,0.2,0.58,0.42,0.0,5.02,4.69,0.0,0.18,0.54,0.61,0.36,563,2.12,1.53,0.59,33,66.0,126.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/VERGARA_CJ_L_10-12.png?itok=xNaiDPIq,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/VERGARA_CJ_03-29.png?itok=nRiJ1aox
466,vince morales,Vandetta,M,Peso-galo,16,10,0,0.38,0.88,0.07,0.05,0.44,0.25,0.31,3.57,4.0,0.59,0.49,0.54,0.59,0.29,767,3.59,1.36,0.53,34,67.0,136.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/MORALES_VINCE_L_02-15.png?itok=W6bGu08w,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/MORALES_VINCE_03-29.png?itok=DIV0ngYK
467,saimon oliveira,,M,Peso-galo,18,6,0,0.4,0.86,0.12,0.03,0.28,0.11,0.61,2.67,4.13,1.07,1.43,0.47,0.39,0.0,629,0.48,0.26,0.38,33,64.0,135.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/OLIVEIRA_SAIMON_L_01_22.png?itok=DyUEee0w,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/OLIVEIRA_SAIMON_03-29.png?itok=qzy5Vn-L
468,vinc pichel,From Hell,M,Peso-leve,14,5,0,0.46,0.67,0.18,0.15,0.57,0.43,0.0,3.78,3.17,2.5,0.2,0.55,0.32,0.1,750,2.59,1.44,1.64,42,70.0,156.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-05/PICHEL_VINC_L_11-04.png?itok=y-2wl9J-,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2024-05/PICHEL_VINC_05-04.png?itok=LK4GiB48
469,gabriel miranda,Fly,M,Peso-pena,17,8,0,0.44,0.86,0.14,0.0,0.06,0.0,0.94,3.23,6.01,4.75,1.9,0.38,0.0,0.0,237,0.3,0.16,0.05,35,71.0,145.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-09/MIRANDA_GABRIEL_L_09-03.png?itok=koyR3HIQ,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/MIRANDA_GABRIEL_03-29.png?itok=iX7zbqyR
470,leon edwards,Rocky,M,Peso Meio-Médio,22,5,0,0.54,0.76,0.14,0.11,0.32,0.55,0.14,2.62,2.42,1.18,0.36,0.53,0.64,0.23,1039,4.86,2.06,1.69,33,72.0,171.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/EDWARDS_LEON_L_03-22.png?itok=PTKVKtab,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/EDWARDS_LEON_03-22.png?itok=1XrCPkrX
471,jan blachowicz,,M,Peso meio-pesado,29,11,1,0.5,0.77,0.11,0.12,0.31,0.38,0.31,3.44,3.03,1.03,0.33,0.53,0.69,0.33,791,5.82,2.02,1.69,42,74.0,205.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/BLACHOWICZ_JAN_L_03-22.png?itok=prh9pEDs,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/BLACHOWICZ_JAN_03-22.png?itok=Ry2fjxv_
472,gunnar nelson,Gunni,M,Peso Meio-Médio,19,6,1,0.61,0.51,0.11,0.39,0.21,0.11,0.68,1.77,3.06,2.0,1.0,0.49,0.68,0.09,620,2.22,0.47,0.23,36,71.0,170.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/NELSON_GUNNAR_L_03-22.png?itok=FrZrkmBj,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/NELSON_GUNNAR_03-22.png?itok=wlG-4I0p
473,molly mccann,Meatball,F,Peso-palha feminino,14,8,0,0.5,0.83,0.08,0.09,0.43,0.5,0.07,5.28,4.65,1.78,0.53,0.63,0.38,0.21,612,5.22,1.46,0.87,35,64.0,116.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/MCCANN_MOLLY_L_03-22.png?itok=-JFDe1dU,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/MCCANN_MOLLY_03-22.png?itok=SGseBdC5
474,jordan vucenic,The Epidemic,M,Peso-leve,13,4,0,0.45,0.72,0.18,0.1,0.15,0.38,0.46,2.11,1.9,0.63,0.0,0.58,0.44,0.63,711,0.36,0.11,0.03,29,70.5,155.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/VUCENIC_JORDAN_L_03-22.png?itok=T6B3ywU7,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/VUCENIC_JORDAN_03-22.png?itok=w4buggFs
475,nathaniel wood,The Prospect,M,Peso-pena,21,6,0,0.52,0.86,0.06,0.09,0.38,0.38,0.24,5.66,3.89,1.41,0.56,0.56,0.72,0.38,798,4.94,1.03,3.06,31,66.0,145.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/WOOD_NATHANIEL_L_03-22.png?itok=XqKZ1um-,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/WOOD_NATHANIEL_03-22.png?itok=ajmPWvPN
476,jai herbert,Black Country Banger,M,Peso-leve,13,6,1,0.41,0.81,0.15,0.04,0.69,0.23,0.08,3.07,3.26,0.43,0.0,0.53,0.67,0.57,700,1.64,1.0,0.58,36,73.0,156.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/HERBERT_JAI_L_03-22.png?itok=5s5_6iD0,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/HERBERT_JAI_03-22.png?itok=0ah_Qmh0
477,guram kutateladze,Georgian Viking,M,Peso-leve,13,5,0,0.45,0.74,0.21,0.05,0.54,0.38,0.08,3.53,4.22,0.61,0.0,0.55,0.75,0.2,879,1.19,0.91,0.49,33,71.0,155.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/KUTATELADZE_GURAM_L_03-22.png?itok=3z_y6jj8,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/KUTATELADZE_GURAM_03-22.png?itok=lkXZECXL
478,sean brady,,M,Peso Meio-Médio,18,1,0,0.56,0.81,0.05,0.14,0.17,0.5,0.33,4.0,2.94,3.62,0.93,0.59,0.87,0.12,856,3.51,0.4,1.23,32,70.0,170.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/BRADY_SEAN_L_09-07.png?itok=UboxmaXP,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/BRADY_SEAN_03-22.png?itok=T56mP-W5
479,chris padilla,Taco,M,Peso-leve,16,6,0,0.52,0.89,0.1,0.01,0.5,0.19,0.31,4.13,3.68,1.56,0.52,0.58,1.0,0.0,576,0.62,0.15,0.42,29,69.0,155.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/PADILLA_CHRIS_L_04-27.png?itok=YwtF8eEU,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/PADILLA_CHRIS_03-22.png?itok=B4jkCN-b
480,felipe dos santos,Lipe Detona,M,Peso-mosca,8,3,0,0.39,0.83,0.08,0.09,0.25,0.38,0.38,3.75,3.8,0.0,0.5,0.42,0.2,0.0,900,1.19,0.59,0.47,24,67.0,125.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/DOS_SANTOS_FELIPE_L_09-07.png?itok=u_-oTIrd,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/DOS_SANTOS_FELIPE_03-22.png?itok=vWwZ94l4
481,mick parkin,,M,Peso-pesado,10,1,0,0.5,0.91,0.04,0.05,0.6,0.3,0.1,4.7,4.13,1.38,0.23,0.59,0.5,0.23,653,1.9,0.23,0.94,29,76.0,260.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/PARKIN_MICK_L_07-27.png?itok=IAmfXRBh,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/PARKIN_MICK_03-22.png?itok=Y6Cxb7LW
482,puja tomar,Cyclone,F,Peso-palha feminino,9,5,0,0.48,0.92,0.02,0.05,0.67,0.33,0.0,5.61,5.82,0.0,0.0,0.46,1.0,0.64,701,0.51,0.6,0.2,31,64.0,116.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/TOMAR_PUJA_R_06-08.png?itok=qhfOMO6j,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/TOMAR_PUJA_03-22.png?itok=wbhY8q9t
483,caolan loughran,The Don,M,Peso-galo,10,2,0,0.45,0.77,0.0,0.23,0.5,0.3,0.2,2.87,5.8,5.0,0.0,0.55,0.0,0.0,900,0.22,0.12,0.09,28,66.0,136.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-03/LOUGHRAN_CAOLAN_R_03-30.png?itok=TonUbP6z,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/LOUGHRAN_CAOLAN_03-22.png?itok=HkpjM0mu
484,seung woo choi,Sting,M,Peso-pena,11,8,0,0.39,0.7,0.17,0.12,0.55,0.45,0.0,3.56,3.16,0.83,0.0,0.47,0.7,0.69,589,2.3,0.84,0.7,32,72.0,145.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-06/2b069c1d-9d95-4599-b34e-c489d5f2f0bf%252FCHOI_SEUNGWOO_L_06-11.png?itok=Gj58cWsZ,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2022-06/9eef8088-bab0-49c4-acca-3cc0c3dc968a%252FCHOI_SEUNGWOO_06-11.png?itok=KeIqWvfH
485,carlos vera,Pequeno,M,Peso-galo,12,4,0,0.57,0.79,0.04,0.18,0.08,0.42,0.5,1.53,2.79,0.0,1.64,0.5,0.25,0.82,548,0.1,0.04,0.14,37,66.0,136.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/VERA_CARLOS_L_03-15.png?itok=76csF_xR,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/VERA_CARLOS_03-15.png?itok=DyoP6ido
486,daniel barez,,M,Peso-mosca,17,7,0,0.5,0.92,0.04,0.05,0.41,0.24,0.35,3.65,5.95,1.93,0.64,0.5,0.8,0.64,698,0.88,0.5,0.32,36,66.0,126.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/BAREZ_DANIEL_L_03-15.png?itok=hCKtZF3T,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/BAREZ_DANIEL_03-15.png?itok=pIlLx2-d
487,josiane nunes,Josi,F,Peso-galo feminino,10,4,0,0.43,0.86,0.11,0.02,0.7,0.3,0.0,5.65,5.76,0.0,0.0,0.52,0.58,0.67,677,2.54,0.85,0.43,31,62.0,136.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/NUNES_JOSIANE_L_03-15.png?itok=sf_AkEIL,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/NUNES_JOSIANE_03-15.png?itok=vmm1-S0O
488,yuneisy duben,,F,Peso-mosca feminino,6,1,0,0.49,0.9,0.1,0.0,0.83,0.0,0.17,13.53,10.75,0.0,0.0,0.54,0.0,5.2,87,0.3,0.01,0.08,28,64.0,125.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/DUBEN_YUNEISY_L_03-15.png?itok=x0gW_uLl,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/DUBEN_YUNEISY_03-15.png?itok=Y9ee5BMo
489,cody gibson,The Renegade,M,Peso-galo,22,11,0,0.46,0.73,0.23,0.04,0.32,0.41,0.27,3.61,3.18,2.13,0.61,0.58,0.7,0.3,658,2.55,0.63,0.38,37,70.0,136.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/GIBSON_CODY_L_03-23.png?itok=8h2k-ktL,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/GIBSON_CODY_03-15.png?itok=ywGP4ay6
490,aj cunningham,The  Savage,M,Peso-galo,11,5,0,0.29,0.98,0.02,0.0,0.36,0.27,0.36,4.22,6.31,0.0,0.52,0.48,0.46,0.0,574,0.65,0.35,0.21,30,70.0,136.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-03/CUNNINGHAM_AJ_L_03-02.png?itok=fLNQaXAn,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/CUNNINGHAM_AJ_03-15.png?itok=AYSJpUp3
491,andre lima,Mascote,M,Peso-mosca,11,0,0,0.6,0.85,0.1,0.05,0.45,0.45,0.09,4.06,2.49,1.36,1.14,0.58,0.75,0.0,791,1.28,0.55,0.85,26,67.0,126.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/LIMA_ANDRE_L_09-07.png?itok=8tcY5fXF,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/LIMA_ANDRE_03-15.png?itok=06updlDJ
492,justin gaethje,The Highlight,M,Peso-leve,27,5,0,0.59,0.86,0.12,0.02,0.74,0.22,0.04,6.59,7.18,0.1,0.0,0.52,0.68,0.67,674,6.42,1.16,2.78,36,71.0,156.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/GAETHJE_JUSTIN_L_03-08.png?itok=pQ-Yk6hB,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/GAETHJE_JUSTIN_03-08.png?itok=Nd7mxH-K
493,jalin turner,The Tarantula,M,Peso-leve,14,9,0,0.48,0.73,0.1,0.18,0.71,0.0,0.29,5.53,4.55,0.77,1.08,0.42,0.75,1.24,416,3.65,1.41,0.31,29,75.0,154.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/TURNER_JALIN_L_03-08.png?itok=DXg6u4Ot,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/TURNER_JALIN_03-08.png?itok=3xiZ7uKE
494,king green,King,M,Peso-leve,32,17,1,0.53,0.81,0.11,0.08,0.34,0.38,0.28,6.4,3.72,1.22,0.29,0.62,0.74,0.29,651,11.69,4.89,3.13,38,70.0,170.8,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/GREEN_KING_L_03-08.png?itok=9kpGnlZK,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/GREEN_KING_03-08.png?itok=yolAG9H8
495,alex morono,The Great White,M,Peso Meio-Médio,24,12,0,0.4,0.89,0.07,0.04,0.25,0.46,0.29,5.03,4.78,0.33,0.33,0.56,0.48,0.28,704,10.77,1.83,0.96,34,71.0,171.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/MORONO_ALEX_L_03-08.png?itok=0kxalSgS,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/MORONO_ALEX_03-08.png?itok=IwQXAJvU
496,rei tsuruya,,M,Peso-mosca,10,2,0,0.53,0.41,0.03,0.56,0.4,0.2,0.4,2.24,2.01,5.06,1.87,0.43,0.5,0.0,676,1.11,0.07,0.08,22,66.0,125.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/TSURUYA_REI_L_06-29.png?itok=L8MwFKPH,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/TSURUYA_REI_03-08.png?itok=vTKTW8Is
497,armen petrosyan,Superman,M,Peso-médio,9,5,0,0.53,0.91,0.05,0.04,0.67,0.33,0.0,5.84,3.31,0.17,0.0,0.53,0.41,0.17,664,1.78,1.12,2.27,34,75.0,186.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/PETROSYAN_ARMEN_L_10-26.png?itok=qHaTR5Np,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/PETROSYAN_ARMEN_03-08.png?itok=mITfX_iw
498,francis marshall,Fire,M,Peso-pena,8,3,0,0.33,0.91,0.02,0.07,0.13,0.38,0.5,3.46,4.1,2.75,0.42,0.54,0.67,0.42,710,2.16,0.14,0.16,26,69.0,146.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/MARSHALL_FRANCIS_L_08-24.png?itok=q_0H_VB4,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/MARSHALL_FRANCIS_03-08.png?itok=xqM82A5V
499,manel kape,StarBoy,M,Peso-mosca,21,7,0,0.56,0.9,0.04,0.06,0.62,0.14,0.24,5.04,4.05,0.42,0.28,0.58,0.81,0.83,720,3.7,1.01,0.73,31,65.0,126.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/KAPE_MANEL_L_03-01.png?itok=evlH-zuR,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-02/KAPE_MANEL_03-01.png?itok=1jP2ikKf
500,nasrat haqparast,,M,Peso-leve,18,5,0,0.45,0.9,0.05,0.05,0.56,0.44,0.0,6.4,6.01,0.35,0.0,0.63,0.85,0.61,744,8.28,2.42,0.4,28,70.0,155.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-02/dc2ac255-0040-46a9-b739-02e518a2fa8f%252FHAQPARAST_NASRAT_L_02-12.png?itok=nT1NioML,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2022-02/a0dadfcc-7f89-4e5e-bfe0-ca1cd2ab8a3b%252FHAQPARAST_NASRAT_02-12.png?itok=vgsDdP9c
501,ricardo ramos,,M,Peso-pena,17,7,0,0.36,0.85,0.08,0.06,0.24,0.35,0.41,2.97,4.06,2.57,0.67,0.55,0.7,0.34,576,2.47,0.84,0.68,29,69.0,146.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/RAMOS_RICARDO_L_03-01.png?itok=4bc6Zr5T,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-02/RAMOS_RICARDO_03-01.png?itok=wBz_G1NX
502,andrea lee,KGB,F,Peso-mosca feminino,13,11,0,0.45,0.82,0.11,0.07,0.23,0.38,0.38,4.62,3.91,1.65,0.6,0.61,0.54,0.08,857,4.14,3.09,2.01,36,66.0,126.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/LEE_ANDREA_L_03-01.png?itok=f4eJ5-FI,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-02/LEE_ANDREA_03-01.png?itok=KgoTOqqb
503,julian marquez,The Cuban Missile Crisis,M,Peso-médio,9,6,0,0.46,0.64,0.23,0.13,0.67,0.0,0.33,5.06,5.35,0.0,2.61,0.5,0.55,0.43,460,2.74,0.55,0.2,34,74.0,186.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/MARQUEZ_JULIAN_L_06-08.png?itok=u-nIi9dJ,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-02/MARQUEZ_JULIAN_03-01.png?itok=CXUNuOCY
